timestamp,equipment_id,equipment_name,equipment_type,temperature,vibration,usage_hours,efficiency,maintenance_event,failure_indicator,failure_type,hour,day_of_week,month,is_weekend,health_score,risk_level,maintenance_recommendation
2026-01-15 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,79.4,0.0,1200.8,50.0,0,0.0,,17,3,1,0,76.7,Medium,Monitor closely
2026-01-15 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.9,0.131,1201.7,50.0,0,0.0,,18,3,1,0,79.0,Medium,Monitor closely
2026-01-15 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.5,0.246,1202.5,50.0,0,0.0,,19,3,1,0,75.1,Medium,Monitor closely
2026-01-15 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.8,0.296,1203.3,50.0,0,0.0,,20,3,1,0,70.8,Medium,Monitor closely
2026-01-15 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.4,0.0,1204.2,50.0,0,0.0,,21,3,1,0,83.1,Low,Normal operation
2026-01-15 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,71.1,0.076,1205.0,50.0,0,0.0,,22,3,1,0,80.0,Low,Normal operation
2026-01-15 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,75.7,0.0,1205.8,50.0,0,0.0,,23,3,1,0,79.3,Medium,Monitor closely
2026-01-16 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.8,0.24,1206.7,50.0,0,0.0,,0,4,1,0,75.3,Medium,Monitor closely
2026-01-16 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,62.5,0.186,1207.5,50.0,0,0.0,,1,4,1,0,77.1,Medium,Monitor closely
2026-01-16 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.1,0.234,1208.3,50.0,0,0.0,,2,4,1,0,75.5,Medium,Monitor closely
2026-01-16 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,77.8,0.0,1209.2,50.0,0,0.0,,3,4,1,0,77.9,Medium,Monitor closely
2026-01-16 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,56.5,0.171,1210.0,50.0,0,0.0,,4,4,1,0,77.6,Medium,Monitor closely
2026-01-16 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,65.1,0.024,1210.8,50.0,0,0.0,,5,4,1,0,82.5,Low,Normal operation
2026-01-16 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.8,0.08,1211.7,50.0,0,0.0,,6,4,1,0,78.0,Medium,Monitor closely
2026-01-16 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,57.4,0.164,1212.5,50.0,0,0.0,,7,4,1,0,77.9,Medium,Monitor closely
2026-01-16 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.7,0.215,1213.3,50.0,0,0.0,,8,4,1,0,76.2,Medium,Monitor closely
2026-01-16 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.3,0.271,1214.2,50.0,0,0.0,,9,4,1,0,74.3,Medium,Monitor closely
2026-01-16 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,56.9,0.243,1215.0,50.0,0,0.0,,10,4,1,0,75.2,Medium,Monitor closely
2026-01-16 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.2,0.245,1215.8,50.0,0,0.0,,11,4,1,0,75.2,Medium,Monitor closely
2026-01-16 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.3,0.131,1216.7,50.0,0,0.0,,12,4,1,0,77.4,Medium,Monitor closely
2026-01-16 13:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,74.7,0.299,1217.5,50.0,0,0.0,,13,4,1,0,70.1,Medium,Monitor closely
2026-01-16 14:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.2,0.197,1218.3,50.0,0,0.0,,14,4,1,0,76.6,Medium,Monitor closely
2026-01-16 15:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.3,0.0,1219.2,50.0,0,0.0,,15,4,1,0,83.3,Low,Normal operation
2026-01-16 16:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.9,0.268,1220.0,50.0,0,0.0,,16,4,1,0,74.4,Medium,Monitor closely
2026-01-16 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.8,0.353,1220.8,50.0,0,0.0,,17,4,1,0,71.6,Medium,Monitor closely
2026-01-16 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,75.6,0.102,1221.7,50.0,0,0.0,,18,4,1,0,76.0,Medium,Monitor closely
2026-01-16 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,62.4,0.054,1222.5,50.0,0,0.0,,19,4,1,0,81.5,Low,Normal operation
2026-01-16 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.2,0.111,1223.3,50.0,0,0.0,,20,4,1,0,79.5,Medium,Monitor closely
2026-01-16 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,74.0,0.254,1224.2,50.0,0,0.0,,21,4,1,0,72.1,Medium,Monitor closely
2026-01-16 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.0,0.253,1225.0,50.0,0,0.0,,22,4,1,0,72.8,Medium,Monitor closely
2026-01-16 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.7,0.0,1225.8,50.0,0,0.0,,23,4,1,0,83.3,Low,Normal operation
2026-01-17 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,82.4,0.24,1226.7,50.0,0,0.0,,0,5,1,1,66.6,Medium,Monitor closely
2026-01-17 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.7,0.123,1227.5,50.0,0,0.0,,1,5,1,1,78.7,Medium,Monitor closely
2026-01-17 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,75.0,0.0,1228.3,50.0,0,0.0,,2,5,1,1,79.8,Medium,Monitor closely
2026-01-17 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.1,0.168,1229.2,50.0,0,0.0,,3,5,1,1,77.7,Medium,Monitor closely
2026-01-17 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,75.6,0.043,1230.0,50.0,0,0.0,,4,5,1,1,78.0,Medium,Monitor closely
2026-01-17 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.1,0.188,1230.8,50.0,0,0.0,,5,5,1,1,75.6,Medium,Monitor closely
2026-01-17 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,59.5,0.122,1231.7,50.0,0,0.0,,6,5,1,1,79.3,Medium,Monitor closely
2026-01-17 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,55.9,0.0,1232.5,50.0,0,0.0,,7,5,1,1,83.3,Low,Normal operation
2026-01-17 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.1,0.253,1233.3,50.0,0,0.0,,8,5,1,1,72.7,Medium,Monitor closely
2026-01-17 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,71.9,0.199,1234.2,50.0,0,0.0,,9,5,1,1,75.4,Medium,Monitor closely
2026-01-17 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.6,0.091,1235.0,50.0,0,0.0,,10,5,1,1,80.3,Low,Normal operation
2026-01-17 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.8,0.135,1235.8,50.0,0,0.0,,11,5,1,1,78.8,Medium,Monitor closely
2026-01-17 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,77.1,0.0,1236.7,50.0,0,0.0,,12,5,1,1,78.4,Medium,Monitor closely
2026-01-17 13:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.6,0.101,1237.5,50.0,0,0.0,,13,5,1,1,77.4,Medium,Monitor closely
2026-01-17 14:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.9,0.164,1238.3,50.0,0,0.0,,14,5,1,1,77.9,Medium,Monitor closely
2026-01-17 15:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.9,0.121,1239.2,50.0,0,0.0,,15,5,1,1,79.3,Medium,Monitor closely
2026-01-17 16:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.7,0.058,1240.0,50.0,0,0.0,,16,5,1,1,81.4,Low,Normal operation
2026-01-17 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,60.7,0.12,1240.8,50.0,0,0.0,,17,5,1,1,79.3,Medium,Monitor closely
2026-01-17 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.9,0.104,1241.7,50.0,0,0.0,,18,5,1,1,77.8,Medium,Monitor closely
2026-01-17 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.2,0.372,1242.5,50.0,0,0.0,,19,5,1,1,70.9,Medium,Monitor closely
2026-01-17 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,59.5,0.181,1243.3,50.0,0,0.0,,20,5,1,1,77.3,Medium,Monitor closely
2026-01-17 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,76.3,0.264,1244.2,50.0,0,0.0,,21,5,1,1,70.1,Medium,Monitor closely
2026-01-17 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,84.4,0.227,1245.0,50.0,0,0.0,,22,5,1,1,65.7,Medium,Monitor closely
2026-01-17 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,74.1,0.0,1245.8,50.0,0,0.0,,23,5,1,1,80.5,Low,Normal operation
2026-01-18 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,81.4,0.0,1246.7,50.0,0,0.0,,0,6,1,1,75.3,Medium,Monitor closely
2026-01-18 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.9,0.01,1247.5,50.0,0,0.0,,1,6,1,1,83.0,Low,Normal operation
2026-01-18 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,65.8,0.002,1248.3,50.0,0,0.0,,2,6,1,1,83.3,Low,Normal operation
2026-01-18 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.4,0.16,1249.2,50.0,0,0.0,,3,6,1,1,78.0,Medium,Monitor closely
2026-01-18 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.5,0.349,1250.0,50.0,0,0.0,,4,6,1,1,71.7,Medium,Monitor closely
2026-01-18 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,62.7,0.016,1250.8,50.0,0,0.0,,5,6,1,1,82.8,Low,Normal operation
2026-01-18 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.7,0.372,1251.7,50.0,0,0.0,,6,6,1,1,69.0,Medium,Monitor closely
2026-01-18 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,65.5,0.0,1252.5,50.0,0,0.0,,7,6,1,1,83.3,Low,Normal operation
2026-01-18 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,60.2,0.027,1253.3,50.0,0,0.0,,8,6,1,1,82.4,Low,Normal operation
2026-01-18 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.9,0.167,1254.2,50.0,0,0.0,,9,6,1,1,77.8,Medium,Monitor closely
2026-01-18 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.3,0.13,1255.0,50.0,0,0.0,,10,6,1,1,79.0,Medium,Monitor closely
2026-01-18 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,56.9,0.34,1255.8,50.0,0,0.0,,11,6,1,1,72.0,Medium,Monitor closely
2026-01-18 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.8,0.051,1256.7,50.0,0,0.0,,12,6,1,1,81.6,Low,Normal operation
2026-01-18 13:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.3,0.392,1257.5,50.0,0,0.0,,13,6,1,1,70.3,Medium,Monitor closely
2026-01-18 14:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.7,0.17,1258.3,50.0,0,0.0,,14,6,1,1,77.7,Medium,Monitor closely
2026-01-18 15:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,76.7,0.338,1259.2,50.0,0,0.0,,15,6,1,1,67.4,Medium,Monitor closely
2026-01-18 16:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,76.6,0.137,1260.0,50.0,0,0.0,,16,6,1,1,74.1,Medium,Monitor closely
2026-01-18 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,78.8,0.094,1260.8,50.0,0,0.0,,17,6,1,1,74.0,Medium,Monitor closely
2026-01-18 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.6,0.167,1261.7,50.0,0,0.0,,18,6,1,1,77.8,Medium,Monitor closely
2026-01-18 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.4,0.0,1262.5,50.0,0,0.0,,19,6,1,1,81.6,Low,Normal operation
2026-01-18 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,78.7,0.328,1263.3,50.0,0,0.0,,20,6,1,1,66.3,Medium,Monitor closely
2026-01-18 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,77.6,0.155,1264.2,50.0,0,0.0,,21,6,1,1,72.8,Medium,Monitor closely
2026-01-18 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.8,0.041,1265.0,50.0,0,0.0,,22,6,1,1,82.0,Low,Normal operation
2026-01-18 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,62.2,0.02,1265.8,50.0,0,0.0,,23,6,1,1,82.7,Low,Normal operation
2026-01-19 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.3,0.127,1266.7,50.0,0,0.0,,0,0,1,0,79.1,Medium,Monitor closely
2026-01-19 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.5,0.179,1267.5,50.0,0,0.0,,1,0,1,0,75.6,Medium,Monitor closely
2026-01-19 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.1,0.25,1268.3,50.0,0,0.0,,2,0,1,0,75.0,Medium,Monitor closely
2026-01-19 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.5,0.1,1269.2,50.0,0,0.0,,3,0,1,0,80.0,Low,Normal operation
2026-01-19 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,71.4,0.339,1270.0,50.0,0,0.0,,4,0,1,0,71.1,Medium,Monitor closely
2026-01-19 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,56.0,0.0,1270.8,50.0,0,0.0,,5,0,1,0,83.3,Low,Normal operation
2026-01-19 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.1,0.326,1271.7,50.0,0,0.0,,6,0,1,0,70.3,Medium,Monitor closely
2026-01-19 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.8,0.108,1272.5,50.0,0,0.0,,7,0,1,0,79.7,Medium,Monitor closely
2026-01-19 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,59.0,0.022,1273.3,50.0,0,0.0,,8,0,1,0,82.6,Low,Normal operation
2026-01-19 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.1,0.0,1274.2,50.0,0,0.0,,9,0,1,0,83.3,Low,Normal operation
2026-01-19 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.8,0.11,1275.0,50.0,0,0.0,,10,0,1,0,79.1,Medium,Monitor closely
2026-01-19 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.6,0.127,1275.8,50.0,0,0.0,,11,0,1,0,79.1,Medium,Monitor closely
2026-01-19 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.3,0.094,1276.7,50.0,0,0.0,,12,0,1,0,80.2,Low,Normal operation
2026-01-19 13:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,57.9,0.292,1277.5,50.0,0,0.0,,13,0,1,0,73.6,Medium,Monitor closely
2026-01-19 14:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.4,0.161,1278.3,50.0,0,0.0,,14,0,1,0,78.0,Medium,Monitor closely
2026-01-19 15:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.0,0.155,1279.2,50.0,0,0.0,,15,0,1,0,78.2,Medium,Monitor closely
2026-01-19 16:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.9,0.0,1280.0,50.0,0,0.0,,16,0,1,0,83.3,Low,Normal operation
2026-01-19 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.6,0.159,1280.8,50.0,0,0.0,,17,0,1,0,75.5,Medium,Monitor closely
2026-01-19 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.9,0.078,1281.7,50.0,0,0.0,,18,0,1,0,80.7,Low,Normal operation
2026-01-19 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,76.0,0.022,1282.5,50.0,0,0.0,,19,0,1,0,78.4,Medium,Monitor closely
2026-01-19 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.1,0.269,1283.3,50.0,0,0.0,,20,0,1,0,74.4,Medium,Monitor closely
2026-01-19 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,84.0,0.025,1284.2,50.0,0,0.0,,21,0,1,0,72.7,Medium,Monitor closely
2026-01-19 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,78.3,0.419,1285.0,50.0,0,0.0,,22,0,1,0,63.5,Medium,Monitor closely
2026-01-19 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.2,0.283,1285.8,50.0,0,0.0,,23,0,1,0,73.9,Medium,Monitor closely
2026-01-20 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,77.4,0.352,1286.7,50.0,0,0.0,,0,1,1,0,66.4,Medium,Monitor closely
2026-01-20 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.6,0.403,1287.5,50.0,0,0.0,,1,1,1,0,68.1,Medium,Monitor closely
2026-01-20 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.7,0.143,1288.3,50.0,0,0.0,,2,1,1,0,78.6,Medium,Monitor closely
2026-01-20 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,61.7,0.322,1289.2,50.0,0,0.0,,3,1,1,0,72.6,Medium,Monitor closely
2026-01-20 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.8,0.126,1290.0,50.0,0,0.0,,4,1,1,0,79.1,Medium,Monitor closely
2026-01-20 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.9,0.273,1290.8,50.0,0,0.0,,5,1,1,0,74.2,Medium,Monitor closely
2026-01-20 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.5,0.283,1291.7,50.0,0,0.0,,6,1,1,0,73.9,Medium,Monitor closely
2026-01-20 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,76.8,0.071,1292.5,50.0,0,0.0,,7,1,1,0,76.2,Medium,Monitor closely
2026-01-20 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,60.0,0.061,1293.3,50.0,0,0.0,,8,1,1,0,81.3,Low,Normal operation
2026-01-20 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,59.8,0.129,1294.2,50.0,0,0.0,,9,1,1,0,79.0,Medium,Monitor closely
2026-01-20 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,69.4,0.048,1295.0,50.0,0,0.0,,10,1,1,0,81.7,Low,Normal operation
2026-01-20 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,60.1,0.328,1295.8,50.0,0,0.0,,11,1,1,0,72.4,Medium,Monitor closely
2026-01-20 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.2,0.271,1296.7,50.0,0,0.0,,12,1,1,0,72.8,Medium,Monitor closely
2026-01-20 13:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,77.4,0.331,1297.5,50.0,0,0.0,,13,1,1,0,67.1,Medium,Monitor closely
2026-01-20 14:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,84.6,0.108,1298.3,50.0,0,0.0,,14,1,1,0,69.5,Medium,Monitor closely
2026-01-20 15:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,82.5,0.418,1299.2,50.0,0,0.0,,15,1,1,0,60.6,Medium,Monitor closely
2026-01-20 16:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,85.2,0.024,1300.0,50.0,0,0.0,,16,1,1,0,71.9,Medium,Monitor closely
2026-01-20 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,74.0,0.264,1300.8,50.0,0,0.0,,17,1,1,0,71.7,Medium,Monitor closely
2026-01-20 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.2,0.207,1301.7,50.0,0,0.0,,18,1,1,0,74.9,Medium,Monitor closely
2026-01-20 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.9,0.095,1302.5,50.0,0,0.0,,19,1,1,0,80.2,Low,Normal operation
2026-01-20 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,71.6,0.104,1303.3,50.0,0,0.0,,20,1,1,0,78.7,Medium,Monitor closely
2026-01-20 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.1,0.356,1304.2,50.0,0,0.0,,21,1,1,0,71.5,Medium,Monitor closely
2026-01-20 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,76.6,0.411,1305.0,50.0,0,0.0,,22,1,1,0,65.0,Medium,Monitor closely
2026-01-20 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.8,0.083,1305.8,50.0,0,0.0,,23,1,1,0,78.6,Medium,Monitor closely
2026-01-21 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,60.6,0.338,1306.7,50.0,0,0.0,,0,2,1,0,72.1,Medium,Monitor closely
2026-01-21 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,59.9,0.0,1307.5,50.0,0,0.0,,1,2,1,0,83.3,Low,Normal operation
2026-01-21 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.6,0.222,1308.3,50.0,0,0.0,,2,2,1,0,75.9,Medium,Monitor closely
2026-01-21 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,49.5,0.169,1309.2,50.0,0,0.0,,3,2,1,0,77.7,Medium,Monitor closely
2026-01-21 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.1,0.0,1310.0,50.0,0,0.0,,4,2,1,0,83.3,Low,Normal operation
2026-01-21 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.8,0.06,1310.8,50.0,0,0.0,,5,2,1,0,81.3,Low,Normal operation
2026-01-21 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,62.9,0.0,1311.7,50.0,0,0.0,,6,2,1,0,83.3,Low,Normal operation
2026-01-21 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.8,0.127,1312.5,50.0,0,0.0,,7,2,1,0,79.1,Medium,Monitor closely
2026-01-21 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,60.3,0.156,1313.3,50.0,0,0.0,,8,2,1,0,78.1,Medium,Monitor closely
2026-01-21 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,59.4,0.072,1314.2,50.0,0,0.0,,9,2,1,0,80.9,Low,Normal operation
2026-01-21 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,80.7,0.416,1315.0,50.0,0,0.0,,10,2,1,0,62.0,Medium,Monitor closely
2026-01-21 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.6,0.415,1315.8,50.0,0,0.0,,11,2,1,0,67.7,Medium,Monitor closely
2026-01-21 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.6,0.217,1316.7,50.0,0,0.0,,12,2,1,0,73.6,Medium,Monitor closely
2026-01-21 13:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.0,0.0,1317.5,50.0,0,0.0,,13,2,1,0,81.9,Low,Normal operation
2026-01-21 14:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,68.0,0.381,1318.3,50.0,0,0.0,,14,2,1,0,70.6,Medium,Monitor closely
2026-01-21 15:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,53.5,0.113,1319.2,50.0,0,0.0,,15,2,1,0,79.6,Medium,Monitor closely
2026-01-21 16:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,77.8,0.148,1320.0,50.0,0,0.0,,16,2,1,0,72.9,Medium,Monitor closely
2026-01-21 17:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,65.2,0.091,1320.8,50.0,0,0.0,,17,2,1,0,80.3,Low,Normal operation
2026-01-21 18:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,72.4,0.212,1321.7,50.0,0,0.0,,18,2,1,0,74.6,Medium,Monitor closely
2026-01-21 19:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,78.1,0.21,1322.5,50.0,0,0.0,,19,2,1,0,70.6,Medium,Monitor closely
2026-01-21 20:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.5,0.0,1323.3,50.0,0,0.0,,20,2,1,0,83.0,Low,Normal operation
2026-01-21 21:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.3,0.095,1324.2,50.0,0,0.0,,21,2,1,0,80.2,Low,Normal operation
2026-01-21 22:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,74.9,0.033,1325.0,50.0,0,0.0,,22,2,1,0,78.8,Medium,Monitor closely
2026-01-21 23:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.7,0.158,1325.8,50.0,0,0.0,,23,2,1,0,77.6,Medium,Monitor closely
2026-01-22 00:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.2,0.046,1326.7,50.0,0,0.0,,0,3,1,0,81.8,Low,Normal operation
2026-01-22 01:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,66.6,0.096,1327.5,50.0,0,0.0,,1,3,1,0,80.1,Low,Normal operation
2026-01-22 02:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,65.7,0.131,1328.3,50.0,0,0.0,,2,3,1,0,79.0,Medium,Monitor closely
2026-01-22 03:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,70.0,0.088,1329.2,50.0,0,0.0,,3,3,1,0,80.4,Low,Normal operation
2026-01-22 04:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,75.8,0.018,1330.0,50.0,0,0.0,,4,3,1,0,78.7,Medium,Monitor closely
2026-01-22 05:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,62.1,0.0,1330.8,50.0,0,0.0,,5,3,1,0,83.3,Low,Normal operation
2026-01-22 06:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,78.1,0.375,1331.7,50.0,0,0.0,,6,3,1,0,65.1,Medium,Monitor closely
2026-01-22 07:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,67.0,0.262,1332.5,50.0,0,0.0,,7,3,1,0,74.6,Medium,Monitor closely
2026-01-22 08:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,81.0,0.161,1333.3,50.0,0,0.0,,8,3,1,0,70.2,Medium,Monitor closely
2026-01-22 09:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,63.0,0.225,1334.2,50.0,0,0.0,,9,3,1,0,75.8,Medium,Monitor closely
2026-01-22 10:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,64.3,0.372,1335.0,50.0,0,0.0,,10,3,1,0,70.9,Medium,Monitor closely
2026-01-22 11:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,73.4,0.334,1335.8,50.0,0,0.0,,11,3,1,0,69.8,Medium,Monitor closely
2026-01-22 12:56:19.348170,PUMP-002,Water Pump - Station 2,Pump,65.7,0.279,1336.7,50.0,0,0.0,,12,3,1,0,74.0,Medium,Monitor closely
